1681450589 0 130
1681899175 0 130
1681904117 0 130
1682607149 0 130
1682687230 0 130
1682758502 0 130
1682759586 0 130
1682761445 0 130
1682765392 0 130
1682765402 0 130
1682765450 0 130
1682765549 0 130
1682932935 0 130
1682934103 0 130
1682949190 0 130
1682949296 0 130
1682949730 0 130
1682950558 0 130
1682951082 0 130
1682951799 0 130
1683111592 0 130
1683112877 0 130
1683113255 0 130
1683185757 0 130
1683196051 0 130
1683196473 0 130
1683548690 0 130
1683553143 0 130
1683611999 0 130
1683612022 0 130
1683614288 0 130
1683891297 0 130
1683903436 0 130
1684306577 0 130
1684307022 0 130
1684744799 0 130
1684744826 0 130
1684745271 0 130
1684750923 0 130
1684751321 0 130
1685020050 0 130
1685064485 0 130
1686823478 35 130
1686823777 35 130
1686887618 35 130
1687348577 43 130
1687361264 43 130
1687515236 82 130
1687515446 82 130
1688723867 82 130
1688727743 82 130
1688727750 82 130
1689072561 459 130
1689072572 459 130
1689072883 461 130
1689073008 461 130
1689073392 461 130
1689152962 467 130
1689153323 467 130
1689153382 467 130
1689153407 467 130
1689158334 475 130
1689158384 475 130
1689159871 476 130
1689159997 476 130
1689177513 537 130
1689177653 537 130
1689178823 553 130
1689178964 553 130
1689212766 553 130
1689212788 553 130
1689234074 589 130
1689234150 589 130
1689234182 589 130
1689234201 589 130
1689235702 595 130
1689235847 595 130
1689240352 620 130
1689240538 620 130
1689242335 629 130
1689242438 629 130
1689246892 638 130
1689246963 638 130
1689257471 669 130
1689257628 670 130
1689257732 670 130
1689258101 671 130
1689258168 671 130
1689332703 672 130
1689332748 672 130
1689686210 674 130
1689686318 674 130
1690270701 784 130
1690270802 784 130
1690359861 786 130
1690360144 788 130
1690360328 788 130
1690362512 791 130
1690362672 791 130
1690791751 794 130
1690791852 794 130
1690798979 795 130
1690799062 795 130
1690802454 805 130
1690802551 805 130
1690883110 809 130
1690883334 809 130
1690884245 809 130
1690885641 809 130
1690965319 815 130
1690965693 815 130
1690965739 815 130
1690965775 815 130
1690969110 816 130
1690969252 816 130
1690969719 816 130
1691660787 816 130
1691660818 816 130
1691664566 817 130
1691664960 817 130
1691665332 817 130
1691665354 817 130
1692191083 862 130
1692191221 862 130
1692194425 885 130
1692194510 885 130
1692353183 907 130
1692353320 907 130
1692715517 936 130
1692715966 936 130
1692718738 936 130
1692718870 936 130
1692719095 936 130
1692719178 936 130
1692720043 936 130
1692720125 936 130
1693298125 936 130
1693298384 936 130
1693298414 936 130
1693312824 979 130
1693313416 979 130
1693824736 979 130
1693824878 996 130
1693824971 996 130
1693909068 1012 130
1693909935 1014 130
1693910056 1014 130
1693918998 1016 130
1693919129 1016 130
1694001144 1019 130
1694002289 1019 130
1694177763 1041 130
1694177861 1041 130
1694425397 1043 130
1694425421 1045 130
1694425744 1045 130
1694596161 1045 130
1695051609 1056 130
1695051696 1056 130
1695296128 1057 130
1695296251 1057 130
1695300725 1077 130
1695301404 1077 130
1695370402 1077 130
1695370429 1077 130
1695646387 1097 130
1695646500 1097 130
1695739792 1292 130
1695739891 1292 130
1695823394 1292 130
1695823435 1292 130
1696343858 1299 130
1696343888 1299 130
1696344926 1299 130
1696345599 1301 130
1696345716 1301 130
1696348248 1304 130
1696348380 1304 130
1696580733 1304 130
1697656483 1306 130
1697656716 1306 130
1697659900 1307 130
1697697881 1307 130
1698072633 1309 130
1698072756 1309 130
1698073196 1310 130
1698073280 1310 130
1698074764 1320 130
1698074936 1320 130
1698147096 1380 130
1698147181 1380 130
1698222575 1380 130
1698223463 1380 130
1698228876 1381 130
1698228986 1381 130
1698239229 1392 130
1698239356 1392 130
1698239993 1392 130
1698307714 1397 130
1698307829 1397 130
1698308353 1397 130
1698308380 1397 130
1699547720 1506 130
1699586291 1506 130
1700597909 1580 130
1700643481 1590 130
1700643691 1590 130
1700655268 1613 130
1700655676 1613 130
1700673813 1615 130
1700702921 1615 130
