1681450589 0 1
1681899175 0 1
1681904117 0 2
1682607149 0 2
1682687230 0 2
1682758502 0 2
1682759586 0 2
1682761445 0 2
1682765392 0 2
1682765402 0 2
1682765450 0 2
1682765549 0 2
1682932935 0 2
1682934103 0 2
1682949190 0 2
1682949296 0 2
1682949730 0 2
1682950558 0 2
1682951082 0 2
1682951799 0 2
1683111592 0 2
1683112877 0 2
1683113255 0 2
1683185757 0 3
1683196051 0 3
1683196473 0 3
1683548690 0 3
1683553143 0 4
1683611999 0 4
1683612022 0 4
1683614288 0 5
1683891297 0 5
1683903436 0 5
1684306577 0 5
1684307022 0 6
1684744799 0 6
1684744826 0 6
1684745271 0 7
1684750923 0 7
1684751321 0 7
1685020050 0 7
1685064485 0 8
1686823478 1 8
1686823777 1 9
1686887618 1 10
1687348577 2 10
1687361264 2 10
1687515236 3 10
1687515446 3 10
1688723867 3 11
1688727743 3 12
1688727750 3 13
1689072561 4 13
1689072572 5 13
1689072883 6 13
1689073008 6 13
1689073392 6 14
1689152962 7 14
1689153323 7 15
1689153382 7 16
1689153407 7 17
1689158334 8 17
1689158384 8 18
1689159871 9 18
1689159997 9 19
1689177513 10 19
1689177653 10 19
1689178823 11 19
1689178964 11 19
1689212766 11 20
1689212788 11 21
1689234074 12 21
1689234150 12 22
1689234182 12 23
1689234201 12 24
1689235702 13 24
1689235847 13 24
1689240352 14 24
1689240538 14 24
1689242335 15 24
1689242438 15 24
1689246892 16 24
1689246963 16 24
1689257471 17 24
1689257628 18 24
1689257732 18 24
1689258101 19 24
1689258168 19 24
1689332703 20 24
1689332748 20 24
1689686210 21 24
1689686318 21 24
1690270701 22 24
1690270802 22 24
1690359861 23 24
1690360144 24 24
1690360328 24 24
1690362512 25 24
1690362672 25 24
1690791751 26 24
1690791852 26 24
1690798979 27 24
1690799062 27 24
1690802454 28 24
1690802551 28 24
1690883110 29 24
1690883334 29 24
1690884245 29 25
1690885641 29 26
1690965319 30 26
1690965693 30 27
1690965739 30 28
1690965775 30 29
1690969110 31 29
1690969252 31 29
1690969719 31 29
1691660787 31 30
1691660818 31 31
1691664566 32 31
1691664960 32 31
1691665332 32 32
1691665354 32 33
1692191083 33 33
1692191221 33 33
1692194425 34 33
1692194510 34 33
1692353183 35 33
1692353320 35 33
1692715517 36 33
1692715966 36 33
1692718738 37 33
1692718870 37 33
1692719095 38 33
1692719178 38 33
1692720043 39 33
1692720125 39 33
1693298125 39 34
1693298384 39 35
1693298414 39 36
1693312824 40 36
1693313416 40 36
1693824736 41 36
1693824878 42 36
1693824971 42 36
1693909068 43 36
1693909935 44 36
1693910056 44 36
1693918998 45 36
1693919129 45 36
1694001144 46 36
1694002289 46 36
1694177763 47 36
1694177861 47 36
1694425397 48 36
1694425421 49 36
1694425744 49 36
1694596161 49 37
1695051609 50 37
1695051696 50 37
1695296128 51 37
1695296251 51 37
1695300725 52 37
1695301404 52 37
1695370402 52 38
1695370429 52 39
1695646387 53 39
1695646500 53 39
1695739792 54 39
1695739891 54 39
1695823394 54 40
1695823435 54 41
1696343858 55 41
1696343888 56 41
1696344926 56 41
1696345599 57 41
1696345716 57 41
1696348248 58 41
1696348380 58 41
1696580733 58 41
1697656483 59 41
1697656716 59 41
1697659900 60 41
1697697881 60 42
1698072633 61 42
1698072756 61 42
1698073196 62 42
1698073280 62 42
1698074764 63 42
1698074936 63 42
1698147096 64 42
1698147181 64 42
1698222575 64 43
1698223463 64 44
1698228876 65 44
1698228986 65 44
1698239229 66 44
1698239356 66 44
1698239993 66 44
1698307714 67 44
1698307829 67 44
1698308353 67 45
1698308380 67 46
1699547720 68 46
1699586291 68 47
1700597909 69 47
1700643481 70 47
1700643691 70 48
1700655268 71 48
1700655676 71 48
1700673813 72 48
1700702921 72 49
