1645426708 70 0 0 0
1645782031 70 355792 0 0
1645782193 70 355792 0 0
1646028808 70 355795 0 0
1646028880 70 355795 0 0
1646215365 70 355795 0 0
1646305487 70 355832 0 0
1646305567 70 355832 0 0
1646372154 70 356005 0 0
1646374413 70 356005 0 0
1646384948 70 356325 0 0
1646385061 70 356325 0 0
1646904839 70 356388 0 0
1646904964 70 356388 0 0
1646909164 70 356584 0 0
1646909249 70 356584 0 0
1646966426 70 356584 0 0
1646966486 70 356584 0 0
1646968105 70 356584 0 0
1647236298 70 356584 0 0
1647236342 70 356584 0 0
1647246985 70 356584 0 0
1647331059 70 357068 0 0
1647332287 70 357068 0 0
1647396191 70 357068 0 0
1647414943 70 357092 0 0
1647415150 70 357092 0 0
1647415667 70 357092 0 0
1647422731 70 357110 0 0
1647422978 70 357110 0 0
1648001198 70 357110 0 0
1648027515 70 358443 0 0
1648027731 70 358443 0 0
1648091972 70 358443 0 0
1648446951 70 358465 0 0
1648447014 70 358465 0 0
1648539905 70 358465 0 0
1648781805 70 358465 0 0
1648801729 70 358476 0 0
1648801922 70 358476 0 0
1648801947 70 358476 0 0
1649241433 70 359078 0 0
1649241556 70 359078 0 0
1649669998 70 359078 0 0
1650257892 71 359078 0 0
1650264372 71 359078 0 0
1650264396 71 359078 0 0
1650264680 71 359078 0 0
1650266489 71 359078 3 0
1650269416 71 359078 7 0
1650271497 71 359078 8 0
1650273145 71 359083 8 0
1650280175 71 359096 8 0
1650280786 71 359096 8 0
1650281026 71 359096 8 0
1650333624 71 359096 8 0
1651055698 71 359378 8 0
1651055820 71 359378 8 0
1651130016 71 359598 8 0
1651130494 71 359598 8 0
1651729556 71 359598 8 0
1651737989 71 359634 8 0
1651738084 71 359634 8 0
1651738768 71 359634 8 0
1653032943 71 359664 8 0
1653033012 71 359664 8 0
1653037369 71 359664 8 0
1654832766 71 359664 8 0
1657014034 71 360103 8 0
1657016596 71 360103 8 0
1657072846 71 360103 8 0
1657275221 71 361520 8 0
1657275296 71 361520 8 0
1657504776 71 361520 8 0
1657852062 71 361520 8 0
1658729500 71 373339 8 0
1658733459 71 373339 8 0
1659951728 71 1631817 8 0
1659951822 71 1631817 8 0
1660012154 71 1631825 8 0
1660012285 71 1631825 8 0
1660015278 71 1631825 8 0
1660038986 71 1632141 8 0
1660039148 71 1632153 8 0
1660039383 71 1632153 8 0
1660098780 71 1632153 8 0
1660186039 71 1632153 8 0
1663817136 71 1632502 8 0
1663817773 71 1632502 8 0
1665281777 71 1632984 8 0
1665282736 71 1632984 8 0
1665367520 71 1632984 8 0
1665483432 71 1635537 8 0
1665483780 71 1635537 8 0
1665627297 71 1635849 8 0
1665627829 71 1635849 8 0
1665639364 71 1635849 8 0
1665739248 71 1636673 8 0
1665741246 71 1636673 8 0
1665972308 71 1636673 8 0
1665997826 71 1636717 8 0
1666000543 71 1636717 8 0
1666000566 71 1636717 8 0
1666086672 71 1636723 8 0
1666086833 71 1636723 8 0
1666086853 71 1636723 8 0
1666089396 71 1636723 8 0
1666851660 71 1636750 8 0
1666852676 71 1636750 8 0
1666926208 71 1636750 8 0
1667373336 71 1637247 8 0
1667373410 71 1637247 8 0
1667373508 71 1637259 8 0
1667373604 71 1637259 8 0
1667374354 71 1637259 8 0
1667442043 71 1637259 8 0
1669021479 71 1637301 8 0
1669021918 71 1637301 8 0
1669096790 71 1637301 8 0
1669363014 71 1637361 8 0
1669363201 71 1637361 8 0
1669600469 71 1637361 8 0
1675144997 71 1639037 8 0
1675161647 71 1639037 8 0
1675234749 71 1639037 8 0
1679986993 71 1639037 8 0
1680590142 71 1639070 8 0
1680590264 71 1639087 8 0
1680591842 71 1639087 8 0
1681455646 71 1639087 8 0
1681457568 71 1639099 8 0
1681458597 71 1639099 8 0
1681696516 71 1639099 8 0
1681785994 71 1639099 8 0
1681796758 71 1639148 8 0
1681796845 71 1639148 8 0
1681797163 71 1639148 8 0
1681805843 71 1639148 8 0
1683526247 71 1639171 8 0
1683526480 71 1639171 8 0
1683686436 71 1639171 8 0
1685698008 71 1639202 8 0
1685698537 71 1639202 8 0
1686016590 71 1639202 8 0
1687231828 71 1639202 8 0
1688118815 71 1639263 8 0
1688119572 71 1639263 8 0
1688440136 71 1639263 8 0
1688457046 71 1639287 8 0
1688457108 71 1639287 8 0
1688458241 71 1639287 8 0
1689141077 71 1639308 8 0
1689141556 71 1639308 8 0
1689238154 71 1639308 8 0
1689645526 71 1639316 8 0
1689645605 71 1639316 8 0
1689647311 71 1639316 8 0
1689658864 71 1639316 8 0
1698031815 71 1639373 8 0
1698039321 71 1639373 8 0
1698040785 71 1639373 8 0
1698116410 71 1639373 8 0
