1670218261 1 0
1670319621 1 1
1670322614 2 1
1670836245 2 2
1670837138 3 2
1670930234 3 3
1670981760 4 3
1670998757 5 3
1671016541 5 4
1671016797 6 4
1671088467 6 5
1671157620 7 5
1671169504 7 6
1671186551 7 7
1671186646 8 7
1671186715 8 8
1671525911 8 9
1671526685 9 9
1671601311 10 9
1671620942 10 10
1671672835 11 10
1672138630 11 11
1672138684 12 11
1672210877 12 12
1672211059 13 12
1672295085 13 13
1672296018 14 13
1672390679 14 14
1672391041 15 14
1672830575 15 15
1672831314 16 15
1672916260 16 16
1672916559 17 16
1673230443 18 16
1673330561 18 17
1673330617 19 17
1673401800 20 17
1673431601 20 18
1673431661 21 18
1673492667 22 18
1673492790 23 18
1673591707 23 19
1673592046 24 19
1673604053 25 19
1673604078 26 19
1673606869 26 20
1673607125 27 20
1673859904 27 21
1673926368 27 22
1673934937 27 22
1674123346 27 23
1674123410 27 23
1675066344 27 24
1675131723 28 24
1675145504 28 24
1675234501 29 24
1675333271 29 25
1675334026 30 25
1675392999 31 25
1678789454 31 26
1678790052 32 26
1679046961 32 27
1679050692 33 27
1679297673 34 27
1679480701 34 28
1679481122 35 28
1679563452 35 29
1679624995 36 29
1680179909 36 30
1680180030 36 30
1680230836 37 30
1680590858 37 31
1680600516 37 32
1680600611 38 32
1680764917 39 32
1680770871 39 33
1680772491 40 33
1680835426 41 33
1681293789 41 34
1681294707 42 34
1681352336 43 34
1681956390 43 35
1682066530 43 36
1682067189 43 36
1682217304 44 36
1682246070 44 37
1682299571 45 37
1682299577 46 37
1682491358 46 38
1682491770 47 38
1682586750 48 38
1682586774 49 38
1682674177 50 38
1683368730 50 39
1683369745 50 40
1683369847 51 40
1683875356 52 40
1684321138 52 41
1684321343 53 41
1684387800 53 42
1684387874 54 42
1685606224 54 43
1685606504 55 43
1695694330 56 43
1697538150 56 44
1697538778 57 44
1697596972 58 44
1697797210 58 45
1697798279 59 45
1698113843 60 45
1698136120 60 46
1698136265 61 46
1698214560 62 46
1698291703 63 46
1698374878 63 47
1698393441 63 48
1698751939 63 49
1698752005 64 49
1699008371 64 50
1699009334 65 50
1699324410 65 51
1699407245 65 52
1699524117 65 53
1699524211 66 53
1699611524 66 54
1699612736 67 54
1699870235 67 55
1699870961 68 55
