1595918359 0 0 0 0 0 0 0 0 0 0 0 0 0
1596044716 0 0 0 0 0 0 0 0 0 0 0 0 0
1596565246 0 0 0 0 0 0 0 0 0 0 0 0 0
1596656692 0 0 0 0 0 0 0 0 0 0 0 0 0
1596680841 0 0 0 0 0 0 0 0 0 0 0 0 0
1596680975 0 0 0 0 0 0 0 0 0 0 0 0 0
1596682086 0 0 0 0 0 0 0 0 0 0 0 0 0
1596682138 0 0 0 0 0 0 0 0 0 0 0 0 0
1596682165 0 0 0 0 0 0 0 0 0 0 0 0 0
1596750132 0 0 0 0 0 0 0 0 0 0 0 0 0
1596750468 0 0 0 0 0 0 0 0 0 0 0 0 0
1596755014 0 0 0 0 0 0 0 0 0 0 0 0 0
1596755254 0 0 0 0 0 0 0 0 0 0 0 0 0
1596755355 0 0 0 0 0 0 0 0 0 0 0 0 0
1596843936 0 0 0 0 0 0 0 0 0 0 0 0 0
1596923769 0 0 0 0 0 0 0 0 0 0 0 0 0
1597091102 0 0 0 0 0 0 0 0 0 0 0 0 0
1597097582 0 0 0 0 0 0 0 0 0 0 0 0 0
1597098738 0 0 0 0 0 0 0 0 0 0 0 0 0
1597107199 0 0 0 0 0 0 0 0 0 0 0 0 0
1597113850 0 0 0 0 0 0 0 0 0 0 0 0 0
1597116229 0 0 0 0 0 0 0 0 0 0 0 0 0
1597116284 0 0 0 0 0 0 0 0 0 0 0 0 0
1597161844 0 0 0 0 0 0 0 0 0 0 0 0 0
1597182997 0 0 0 0 0 0 0 0 0 0 0 0 0
1597183635 0 0 0 0 0 0 0 0 0 0 0 0 0
1597183685 0 0 0 0 0 0 0 0 0 0 0 0 0
1597187886 0 0 0 0 0 0 0 0 0 0 0 0 0
1597188529 0 0 0 0 0 0 0 0 0 0 0 0 0
1597188650 0 0 0 0 0 0 0 0 0 0 0 0 0
1597217129 0 0 0 0 0 0 0 0 0 0 0 0 0
1597247342 0 0 0 0 0 0 0 0 0 0 0 0 0
1597247406 0 0 0 0 0 0 0 0 0 0 0 0 0
1597247661 0 0 0 0 0 0 0 0 0 0 0 0 0
1597254130 0 0 0 0 0 0 0 0 0 0 0 0 0
1597256661 0 0 0 0 0 0 0 0 0 0 0 0 0
1597265088 0 0 0 0 0 0 0 0 0 0 0 0 0
1597266400 0 0 0 0 0 0 0 0 0 0 0 0 0
1597280617 0 0 0 0 0 0 0 0 0 0 0 0 0
1597342117 0 0 0 0 0 0 0 0 0 0 0 0 0
1597342174 0 0 0 0 0 0 0 0 0 0 0 0 0
1597352209 0 0 0 0 0 0 0 0 0 0 0 0 0
1597366025 0 0 0 0 0 0 0 0 0 0 0 0 0
1597367017 0 0 0 0 0 0 0 0 0 0 0 0 0
1597369611 0 0 0 0 0 0 0 0 0 0 0 0 0
1597373504 0 0 0 0 0 0 0 0 0 0 0 0 0
1597374083 0 0 0 0 0 0 0 0 0 0 0 0 0
1597414867 0 0 0 0 0 0 0 0 0 0 0 0 0
1597415541 0 0 0 0 0 0 0 0 0 0 0 0 0
1597418185 0 0 0 0 0 0 0 0 0 0 0 0 0
1597428130 0 0 0 0 0 0 0 0 0 0 0 0 0
1597429840 0 0 0 0 0 0 0 0 0 0 0 0 0
1597447926 0 0 0 0 0 0 0 0 0 0 0 0 0
1597682498 0 0 0 0 0 0 0 0 0 0 0 0 0
1597688041 0 0 0 0 0 0 0 0 0 0 0 0 0
1597688937 0 0 0 0 0 0 0 0 0 0 0 0 0
1597688956 0 0 0 0 0 0 0 0 0 0 0 0 0
1597690377 0 0 0 0 0 0 0 0 0 0 0 0 0
1597693485 0 0 0 0 0 0 0 0 0 0 0 0 0
1597701807 0 0 0 0 0 0 0 0 0 0 0 0 0
1597710004 0 0 0 0 0 0 0 0 0 0 0 0 0
1597745928 0 0 0 0 0 0 0 0 0 0 0 0 0
1597783445 0 0 0 0 0 0 0 0 0 0 0 0 0
1597786958 0 0 0 0 0 0 0 0 0 0 0 0 0
1597799495 0 0 0 0 0 0 0 0 0 0 0 0 0
1597858434 0 0 0 0 0 0 0 0 0 0 0 0 0
1597858747 0 0 0 0 0 0 0 0 0 0 0 0 0
1597858763 0 0 0 0 0 0 0 0 0 0 0 0 0
1597858974 0 0 0 0 0 0 0 0 0 0 0 0 0
1597859888 0 0 0 0 0 0 0 0 0 0 0 0 0
1597880183 0 0 0 0 0 0 0 0 0 0 0 0 0
1597880849 0 0 0 0 0 0 0 0 0 0 0 0 0
1597882854 0 0 0 0 0 0 0 0 0 0 0 0 0
1597942705 0 0 0 0 0 0 0 0 0 0 0 0 0
1597943081 0 0 0 0 0 0 0 0 0 0 0 0 0
1597943126 0 0 0 0 0 0 0 0 0 0 0 0 0
1597963310 0 0 0 0 0 0 0 0 0 0 0 0 0
1597966586 0 0 0 0 0 0 0 0 0 0 0 0 0
1597972332 0 0 0 0 0 0 0 0 0 0 0 0 0
1597977099 0 0 0 0 0 0 0 0 0 0 0 0 0
1598025626 0 0 0 0 0 0 0 0 0 0 0 0 0
1598031312 0 0 0 0 0 0 0 0 0 0 0 0 0
1598034415 0 0 0 0 0 0 0 0 0 0 0 0 0
1598050069 0 0 0 0 0 0 0 0 0 0 0 0 0
1598289631 0 0 0 0 0 0 0 0 0 0 0 0 0
1598296290 0 0 0 0 0 0 0 0 0 0 0 0 0
1598300639 0 0 0 0 0 0 0 0 0 0 0 0 0
1598301724 0 0 0 0 0 0 0 0 0 0 0 0 0
1598309358 0 0 0 0 0 0 0 0 0 0 0 0 0
1598310204 0 0 0 0 0 0 0 0 0 0 0 0 0
1598337134 0 0 0 0 0 0 0 0 0 0 0 0 0
1598338184 0 0 0 0 0 0 0 0 0 0 0 0 0
1598339677 0 0 0 0 0 0 0 0 0 0 0 0 0
1598367772 0 0 0 0 0 0 0 0 0 0 0 0 0
1598368135 0 0 0 0 0 0 0 0 0 0 0 0 0
1598368280 0 0 0 0 0 0 0 0 0 0 0 0 0
1598368382 0 0 0 0 0 0 0 0 0 0 0 0 0
1598379648 0 0 0 0 0 0 0 0 0 0 0 0 0
1598391589 0 0 0 0 0 0 0 0 0 0 0 0 0
1598392738 0 0 0 0 0 0 0 0 0 0 0 0 0
1598400311 0 0 0 0 0 0 0 0 0 0 0 0 0
1598419418 0 0 0 0 0 0 0 0 0 0 0 0 0
1598419455 0 0 0 0 0 0 0 0 0 0 0 0 0
1598420659 0 0 0 0 0 0 0 0 0 0 0 0 0
1598428774 0 0 0 0 0 0 0 0 0 0 0 0 0
1598461369 0 0 0 0 0 0 0 0 0 0 0 0 0
1598463108 0 0 0 0 0 0 0 0 0 0 0 0 0
1598463848 0 0 0 0 0 0 0 0 0 0 0 0 0
1598465072 0 0 0 0 0 0 0 0 0 0 0 0 0
1598472959 0 0 0 0 0 0 0 0 0 0 0 0 0
1598480248 0 0 0 0 0 0 0 0 0 0 0 0 0
1598483258 0 0 0 0 0 0 0 0 0 0 0 0 0
1598483521 0 0 0 0 0 0 0 0 0 0 0 0 0
1598500958 0 0 0 0 0 0 0 0 0 0 0 0 0
1598554069 0 0 0 0 0 0 0 0 0 0 0 0 0
1598558397 0 0 0 0 0 0 0 0 0 0 0 0 0
1598559258 0 0 0 0 0 0 0 0 0 0 0 0 0
1598563959 0 0 0 0 0 0 0 0 0 0 0 0 0
1598570740 0 0 0 0 0 0 0 0 0 0 0 0 0
1598571981 0 0 0 0 0 0 0 0 0 0 0 0 0
1598573683 0 0 0 0 0 0 0 0 0 0 0 0 0
1598637574 0 0 0 0 0 0 0 0 0 0 0 0 0
1598638639 0 0 0 0 0 0 0 0 0 0 0 0 0
1598648100 0 0 0 0 0 0 0 0 0 0 0 0 0
1598648586 0 0 0 0 0 0 0 0 0 0 0 0 0
1598648691 0 0 0 0 0 0 0 0 0 0 0 0 0
1598649435 0 0 0 0 0 0 0 0 0 0 0 0 0
1598729405 0 0 0 0 0 0 0 0 0 0 0 0 0
1598731026 0 0 0 0 0 0 0 0 0 0 0 0 0
1598893186 0 0 0 0 0 0 0 0 0 0 0 0 0
