1595918359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1596044716 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1596565246 102 0 0 0 0 0 401 0 0 0 0 0 0 0 0 0 0 0 0 0
1596656692 102 0 0 0 0 0 1355 0 0 0 0 0 0 0 0 0 0 0 0 0
1596680841 102 0 0 0 0 0 1443 0 0 0 0 0 0 0 0 0 0 0 0 0
1596680975 102 0 0 0 0 0 1450 0 0 0 0 0 0 0 0 0 0 0 0 0
1596682086 102 0 0 0 0 0 1515 0 0 0 0 0 0 0 0 0 0 0 0 0
1596682138 102 0 0 0 0 0 1579 0 0 0 0 0 0 0 0 0 0 0 0 0
1596682165 102 0 0 0 0 0 1584 0 0 0 0 0 0 0 0 0 0 0 0 0
1596750132 102 0 0 0 0 0 1584 0 0 0 0 0 0 0 0 0 0 0 0 0
1596750468 102 0 0 0 0 0 1620 0 0 0 0 0 0 0 0 0 0 0 0 0
1596755014 102 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1596755254 102 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1596755355 102 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1596843936 201 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1596923769 399 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1597091102 1375 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1597097582 1608 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1597098738 1936 0 0 0 0 0 1634 0 0 0 0 0 0 0 0 0 0 0 0 0
1597107199 1936 0 0 0 0 0 16199 0 0 0 0 0 0 0 0 0 0 0 0 0
1597113850 1936 0 0 0 0 0 16315 0 0 0 0 0 0 0 0 0 0 0 0 0
1597116229 1936 0 0 0 0 0 16329 0 0 0 0 0 0 0 0 0 0 0 0 0
1597116284 1936 0 0 0 0 0 16333 0 0 0 0 0 0 0 0 0 0 0 0 0
1597161844 1936 0 243 0 0 0 16333 0 0 0 0 0 0 0 0 0 0 0 0 0
1597182997 1936 0 243 0 0 0 16367 0 0 0 0 0 0 0 0 0 0 0 0 0
1597183635 1936 0 243 0 0 0 16370 0 0 0 0 0 0 0 0 0 0 0 0 0
1597183685 1936 0 243 0 0 0 16372 0 0 0 0 0 0 0 0 0 0 0 0 0
1597187886 1936 0 243 0 0 0 16443 0 0 0 0 0 0 0 0 0 0 0 0 0
1597188529 1936 0 243 0 0 0 16465 0 0 0 0 0 0 0 0 0 0 0 0 0
1597188650 1936 0 243 0 0 0 16466 0 0 0 0 0 0 0 0 0 0 0 0 0
