1471446502 0 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471494975 22 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471495131 26 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471495307 30 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471510778 32 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471513594 230 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471580166 234 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471588146 252 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471588239 285 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471588355 328 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471838654 328 224814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1471858592 328 224814 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0
1471858915 328 224814 0 0 0 0 0 0 0 16 0 0 0 0 0 0 0 0 0 0
1471859146 328 224826 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471861904 343 224826 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471862627 350 224990 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471919885 350 225012 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471922535 350 225012 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471923375 350 225012 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471924323 350 225497 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471925243 350 225501 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471928049 350 225514 0 0 0 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0
1471936453 350 225526 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
1471940316 350 225537 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
1471940389 350 225538 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
1471944332 350 225698 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
1471965230 350 225698 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
1472008635 350 225704 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
1472011578 350 225704 0 0 0 0 0 0 0 43 0 0 0 0 0 0 0 0 0 0
