1681450501 0 1 0 0
1681973437 1 1 0 0
1681974929 2 1 0 0
1681975191 3 1 0 0
1682246883 3 1 0 1
1682333477 3 1 0 2
1682419661 3 1 0 3
1682420085 3 2 0 3
1682480047 3 3 0 3
1682490815 4 3 0 3
1682692110 5 3 0 3
1682693118 5 4 0 3
1682758880 6 4 0 3
1682764673 7 4 0 3
1682769719 8 4 0 3
1683185716 8 5 0 3
1683195979 8 5 0 4
1683196037 8 6 0 4
1683251284 8 6 0 5
1683251528 8 7 0 5
1683256948 8 7 0 6
1683257019 8 8 0 6
1683257028 8 9 0 6
1683268947 8 9 0 7
1683269020 8 10 0 7
1683273684 8 10 0 8
1683273943 8 11 0 8
1683277049 8 11 0 9
1683277257 8 12 0 9
1683277747 8 12 0 10
1683277883 8 13 0 10
1683282034 8 13 0 11
1683282104 8 14 0 11
1683287856 9 14 0 11
1683290767 10 14 0 11
1683291641 10 15 0 11
1683292929 11 15 0 11
1683293110 11 16 0 11
1683340642 11 16 0 12
1683357814 11 16 0 13
1683357892 11 17 0 13
1683361783 11 17 0 14
1683362168 11 18 0 14
1683626292 11 18 0 15
1683626346 11 18 0 16
1683626608 12 18 0 16
1683626697 12 19 0 16
1683626709 12 20 0 16
1683629379 12 20 0 17
1683629609 12 21 0 17
1683688371 12 21 0 18
1683688601 12 22 0 18
1683708760 12 22 0 19
1683709167 12 22 0 20
1683711196 12 23 0 20
1683715774 12 23 0 21
1683715898 12 24 0 21
1683718358 12 24 0 22
1683718414 12 25 0 22
1683718873 12 25 0 23
1683718963 12 26 0 23
1683720371 13 26 0 23
1683727067 14 26 0 23
1683728462 14 26 0 23
1683730956 15 26 0 23
1683731064 16 26 0 23
1683771517 16 26 0 24
1683772061 16 27 0 24
1683772829 16 27 0 25
1683774891 16 27 0 26
1683777573 16 27 0 27
1683777905 16 28 0 27
1683782891 16 28 0 28
1683783070 16 29 0 28
1683786042 16 29 0 29
1683786636 16 29 0 30
1683786966 16 30 0 30
1683798116 16 30 0 31
1684119677 16 30 1 31
1684122261 16 30 2 31
1684132132 16 30 3 31
1684142721 16 31 3 31
1684927268 17 31 3 31
1684930977 18 31 3 31
1684931972 19 31 3 31
1684979819 19 32 3 31
1685009722 20 32 3 31
1685010020 20 33 3 31
1685070343 20 33 4 31
1685070580 20 34 4 31
1685087492 21 34 4 31
1685087563 21 35 4 31
1685094588 21 35 5 31
1685094661 21 35 6 31
1685097824 22 35 6 31
1685354053 22 36 6 31
1685363051 23 36 6 31
1685366643 24 36 6 31
1685366898 25 36 6 31
1685382270 26 36 6 31
1685382424 27 36 6 31
1685410368 27 37 6 31
1685429134 27 37 7 31
1685429441 27 37 8 31
1685429489 27 38 8 31
1685443603 28 38 8 31
1685443851 28 39 8 31
1685444131 29 39 8 31
1685444262 29 40 8 31
1685469681 30 40 8 31
1685496271 30 41 8 31
1685519588 30 41 9 31
1685519650 30 42 9 31
1685703380 30 42 10 31
1685953439 31 42 10 31
1685961674 31 42 11 31
1685961811 31 43 11 31
1686077567 32 43 11 31
1686104080 32 43 12 31
1686133714 32 43 13 31
1686133789 32 44 13 31
1686587622 33 44 13 31
