1638928638 1 0 0 0 0 0
1639120494 1 1 0 0 0 0
1639123983 2 1 0 0 0 0
1639650836 2 2 0 0 0 0
1639650910 3 2 0 0 0 0
1639650944 4 2 0 0 0 0
1639735230 4 3 0 0 0 0
1639735327 5 3 0 0 0 0
1639735351 6 3 0 0 0 0
1641803008 6 4 0 0 0 0
1641803124 7 4 0 0 0 0
1641803155 8 4 0 0 0 0
1642417786 8 5 0 0 0 0
1642417845 9 5 0 0 0 0
1642417882 10 5 0 0 0 0
1642504276 10 6 0 0 0 0
1642504341 11 6 0 0 0 0
1642504459 12 6 0 0 0 0
1642660925 12 7 0 0 0 0
1642662513 13 7 0 0 0 0
1642662540 14 7 0 0 0 0
1642671472 14 7 0 1 0 0
1642671728 14 8 0 1 0 0
1642672301 15 8 0 1 0 0
1642672333 16 8 0 1 0 0
1642672925 17 8 0 1 0 0
1642672991 18 8 0 1 0 0
1642673242 19 8 0 1 0 0
1642674112 19 9 0 1 0 0
1642736008 19 9 1 1 0 0
1642743968 19 10 1 1 0 0
1642744049 20 10 1 1 0 0
1642744082 21 10 1 1 0 0
1642746580 21 10 2 1 0 0
1642749607 21 10 3 1 0 0
1642754176 21 10 4 1 0 0
1642755097 21 10 5 1 0 0
1642756197 21 10 6 1 0 0
1642756366 22 10 6 1 0 0
1642756437 23 10 6 1 0 0
1642760695 23 11 6 1 0 0
1642760849 24 11 6 1 0 0
1642760883 25 11 6 1 0 0
1643167845 25 12 6 1 0 0
1643168532 26 12 6 1 0 0
1643168557 27 12 6 1 0 0
1643182781 27 13 6 1 0 0
1643184168 28 13 6 1 0 0
1643184244 29 13 6 1 0 0
1643184269 30 13 6 1 0 0
1643249182 30 14 6 1 0 0
1643249286 31 14 6 1 0 0
1643252328 32 14 6 1 0 0
1643252349 33 14 6 1 0 0
1644152363 33 14 6 1 1 0
1644199602 34 14 6 1 1 0
1644199629 35 14 6 1 1 0
1644225376 35 14 7 1 1 0
1644225452 36 14 7 1 1 0
1644225477 37 14 7 1 1 0
1644463327 38 14 7 1 1 0
1644463368 39 14 7 1 1 0
1646733497 39 15 7 1 1 0
1646733590 40 15 7 1 1 0
1646733898 40 16 7 1 1 0
1646733982 41 16 7 1 1 0
1646816856 42 16 7 1 1 0
1646883100 42 17 7 1 1 0
1646883343 43 17 7 1 1 0
1647859299 43 18 7 1 1 0
1647859440 44 18 7 1 1 0
1647937022 45 18 7 1 1 0
1648002655 45 19 7 1 1 0
1648003970 46 19 7 1 1 0
1648019519 47 19 7 1 1 0
1648031145 47 20 7 1 1 0
1648031254 48 20 7 1 1 0
1648031662 49 20 7 1 1 0
1648032636 49 21 7 1 1 0
1648032833 50 21 7 1 1 0
1648032931 51 21 7 1 1 0
1648089077 52 21 7 1 1 0
1648089085 53 21 7 1 1 0
1648108764 53 22 7 1 1 0
1648108963 54 22 7 1 1 0
1648108985 55 22 7 1 1 0
1648456198 55 23 7 1 1 0
1648456526 56 23 7 1 1 0
1648457347 56 24 7 1 1 0
1648457505 57 24 7 1 1 0
1648540223 58 24 7 1 1 0
1648893396 58 25 7 1 1 0
1648893625 58 26 7 1 1 0
1648894766 59 26 7 1 1 0
1648895682 60 26 7 1 1 0
1649213942 61 26 7 1 1 0
1649310826 61 27 7 1 1 0
1649310887 62 27 7 1 1 0
1649327173 62 28 7 1 1 0
1649327262 63 28 7 1 1 0
1649670010 64 28 7 1 1 0
1650619232 64 29 7 1 1 0
1650619288 65 29 7 1 1 0
1653035815 65 30 7 1 1 0
1653036736 66 30 7 1 1 0
1653036744 67 30 7 1 1 0
1653905030 67 31 7 1 1 0
1653907093 68 31 7 1 1 0
1654136912 69 31 7 1 1 0
1655346369 70 31 7 1 1 0
1658718115 70 32 7 1 1 0
1658718416 71 32 7 1 1 0
1658719134 71 33 7 1 1 0
1658721965 72 33 7 1 1 0
1658734119 72 34 7 1 1 0
1658734262 73 34 7 1 1 0
1659692380 73 35 7 1 1 0
1659693786 74 35 7 1 1 0
1659925283 75 35 7 1 1 0
1668679433 75 36 7 1 1 0
1668759657 76 36 7 1 1 0
1675417295 76 37 7 1 1 0
1675419792 77 37 7 1 1 0
1675665128 78 37 7 1 1 0
1675748211 78 38 7 1 1 0
1675748450 79 38 7 1 1 0
1675827187 80 38 7 1 1 0
1675913092 80 39 7 1 1 0
1675913184 81 39 7 1 1 0
1675999264 82 39 7 1 1 0
1676362573 82 40 7 1 1 0
1676363488 83 40 7 1 1 0
1676428815 84 40 7 1 1 0
1676456385 84 41 7 1 1 0
1676456912 85 41 7 1 1 0
1676512199 86 41 7 1 1 0
1676539098 86 42 7 1 1 0
1676539558 87 42 7 1 1 0
1676601315 88 42 7 1 1 0
1676614018 88 43 7 1 1 0
1676614698 89 43 7 1 1 0
1676859354 90 43 7 1 1 0
1676872713 90 44 7 1 1 0
1676873401 91 44 7 1 1 0
1676944996 92 44 7 1 1 0
1676964614 92 45 7 1 1 0
1676965507 93 45 7 1 1 0
1677034000 94 45 7 1 1 0
1677045231 95 45 7 1 1 0
1677045889 95 46 7 1 1 0
1677124358 95 47 7 1 1 0
1677124429 96 47 7 1 1 0
1677147722 97 47 7 1 1 0
1677147909 97 48 7 1 1 0
1677147992 98 48 7 1 1 0
1677232800 98 49 7 1 1 0
1677233498 99 49 7 1 1 0
1677467924 100 49 7 1 1 0
1677579614 100 50 7 1 1 0
1677579740 101 50 7 1 1 0
1677634660 102 50 7 1 1 0
1677651817 102 51 7 1 1 0
1677652323 102 52 7 1 1 0
1677652377 102 53 7 1 1 0
1677652747 103 53 7 1 1 0
1677664651 103 54 7 1 1 0
1677665150 104 54 7 1 1 0
1677722944 105 54 7 1 1 0
1677752604 105 55 7 1 1 0
1677808620 106 55 7 1 1 0
1677808734 107 55 7 1 1 0
1677837115 107 56 7 1 1 0
