1627888535 0 0 0 0 10092 0 0
1627962113 0 0 121 0 10092 0 0
1627976542 0 0 1004 0 10092 0 0
1627976887 0 0 1011 0 10092 0 0
1627978185 0 0 1013 0 10092 0 0
1627978274 0 0 1014 0 10092 0 0
1628042471 0 0 1027 0 10092 0 0
1628042938 0 0 1041 0 10092 0 0
1628246579 0 0 6433 0 10092 0 0
1628496767 0 0 6477 0 10092 0 0
1629086194 0 0 6477 0 10092 0 0
1629373483 63 0 6477 0 10092 0 0
1629373657 65 0 6477 0 10092 0 0
1629373804 65 0 6477 0 10092 0 0
1629685118 65 0 6492 0 10092 0 0
1629688874 65 0 6492 0 10092 0 0
1629689514 65 0 6492 0 10092 0 0
1629704075 65 0 6492 0 10137 0 0
1629704174 65 0 6492 0 10137 0 0
1629704245 65 0 6492 0 10137 0 0
1629790299 82 0 6492 0 10137 0 0
1629790353 99 0 6492 0 10137 0 0
1629980365 99 0 6492 0 10137 0 0
1630034300 119 0 6492 0 10137 0 0
1630034385 119 0 6492 0 10137 0 0
1630034396 139 0 6492 0 10137 0 0
1630036409 139 1898 6492 0 10137 0 0
1630036433 139 1898 6492 0 10137 0 0
1630036796 139 1997 6492 0 10137 0 0
1630061724 139 1997 6492 0 10137 0 0
1630062903 139 1997 6505 0 10137 0 0
1630063544 139 1997 6505 0 10137 0 0
1630063641 139 1997 6505 0 10137 0 0
1630063689 139 1997 6505 0 10137 0 0
1630065377 139 2883 6505 0 10137 0 0
1630065400 139 2883 6505 0 10137 0 0
1630065694 139 2883 6505 0 10137 0 0
1630115893 139 2883 6505 0 10137 0 0
1630119977 139 2883 6505 0 10137 0 0
1630120231 139 2883 6505 0 10137 0 0
1630120282 139 2883 6505 0 10137 0 0
1630133282 139 2883 6505 0 10137 0 0
1630143564 139 2883 6505 0 10137 0 0
1630143705 139 2883 6505 0 10137 0 0
1630143734 139 2883 6505 0 10137 0 0
1630390378 171 2883 6505 0 10137 0 0
1630390416 203 2883 6505 0 10137 0 0
1630561960 203 2883 6552 0 10137 0 0
1630563873 203 2883 6552 0 10137 0 0
1630563890 203 2883 6552 0 10137 0 0
1630986559 203 2883 6552 0 10137 0 0
1631511978 203 3696 6552 0 10137 0 0
1631512155 203 3697 6552 0 10137 0 0
1631512400 203 3697 6552 0 10137 0 0
1631512421 203 3697 6552 0 10137 0 0
1631512746 203 3698 6552 0 10137 0 0
1631515964 203 3699 6552 0 10137 0 0
1631523394 203 3715 6552 0 10137 0 0
1631525344 203 3715 6552 0 10137 0 0
1631525372 203 3715 6552 0 10137 0 0
1631526897 203 3717 6552 0 10137 0 0
