1639638868 0 0 1 0
1639639213 0 1 1 0
1639641536 0 2 1 0
1639642312 0 3 1 0
1643178005 0 4 1 0
1643178080 1 4 1 0
1643178121 2 4 1 0
1643178191 3 4 1 0
1644286269 3 5 1 0
1644286363 4 5 1 0
1644286394 5 5 1 0
1644290402 6 5 1 0
1645518341 6 6 1 0
1645519281 7 6 1 0
1647422995 7 7 1 0
1647423305 8 7 1 0
1647936078 9 7 1 0
1647943003 9 8 1 0
1647943064 10 8 1 0
1647943296 11 8 1 0
1648089550 12 8 1 0
1648549478 12 9 1 0
1648549538 13 9 1 0
1648624301 13 9 1 1
1650597215 13 10 1 1
1650597595 14 10 1 1
1655346493 15 10 1 1
1655357921 16 10 1 1
1655357953 17 10 1 1
1655366539 17 11 1 1
1655366671 18 11 1 1
1655460111 18 12 1 1
1655460158 18 13 1 1
1655463214 18 14 1 1
1655695772 18 15 1 1
1655697095 18 16 1 1
1655697577 19 16 1 1
1655706685 20 16 1 1
1655706692 21 16 1 1
1658460387 21 17 1 1
1658460487 22 17 1 1
1658461823 23 17 1 1
1667813926 23 18 1 1
1667814113 23 19 1 1
1667814172 23 20 1 1
1675739862 23 21 1 1
1675740339 24 21 1 1
1675823994 25 21 1 1
1677045326 26 21 1 1
1677050950 26 22 1 1
1677051054 26 23 1 1
1677051246 27 23 1 1
1689665769 27 23 2 1
1689757952 28 23 2 1
1689758007 29 23 2 1
1689758018 30 23 2 1
1689758818 31 23 2 1
1689761030 31 23 3 1
1689762624 32 23 3 1
1689762632 33 23 3 1
1689821532 34 23 3 1
1689923394 35 23 3 1
1695719933 35 23 4 1
1695725750 36 23 4 1
1696992300 37 23 4 1
1697020850 37 23 5 1
1697020926 38 23 5 1
1697098022 39 23 5 1
1697685314 40 23 5 1
