1666324026 1 0 0 0 0 0 0
1666776392 1 1 0 0 0 0 0
1666776474 2 1 0 0 0 0 0
1666867446 2 2 0 0 0 0 0
1666867494 3 2 0 0 0 0 0
1666945529 3 3 0 0 0 0 0
1666946682 4 3 0 0 0 0 0
1667201831 4 3 0 1 0 0 0
1667203118 4 3 0 2 0 0 0
1667205422 4 3 0 3 0 0 0
1667209080 4 4 0 3 0 0 0
1667210306 4 5 0 3 0 0 0
1667210649 4 5 0 4 0 0 0
1667210723 5 5 0 4 0 0 0
1667210733 6 5 0 4 0 0 0
1667465485 6 6 0 4 0 0 0
1667465533 7 6 0 4 0 0 0
1667552158 8 6 0 4 0 0 0
1668309752 8 6 0 5 0 0 0
1668309902 9 6 0 5 0 0 0
1668404276 9 6 0 6 0 0 0
1668414587 10 6 0 6 0 0 0
1668479137 11 6 0 6 0 0 0
1668586246 11 7 0 6 0 0 0
1668586313 12 7 0 6 0 0 0
1668586935 12 7 0 7 0 0 0
1668592837 12 7 0 8 0 0 0
1668593738 13 7 0 8 0 0 0
1668595118 14 7 0 8 0 0 0
1668676310 14 8 0 8 0 0 0
1668676929 15 8 0 8 0 0 0
1669200229 15 9 0 8 0 0 0
1669200318 16 9 0 8 0 0 0
1669272024 17 9 0 8 0 0 0
1669371835 17 10 0 8 0 0 0
1669690683 17 11 0 8 0 0 0
1669778143 18 11 0 8 0 0 0
1669948023 18 12 0 8 0 0 0
1669948193 19 12 0 8 0 0 0
1669948658 20 12 0 8 0 0 0
1669949760 21 12 0 8 0 0 0
1669950472 22 12 0 8 0 0 0
1669951153 23 12 0 8 0 0 0
1669952213 24 12 0 8 0 0 0
1669953017 25 12 0 8 0 0 0
1669953919 26 12 0 8 0 0 0
1670487912 26 13 0 8 0 0 0
1670488904 27 13 0 8 0 0 0
1670833346 27 14 0 8 0 0 0
1670834538 28 14 0 8 0 0 0
1671008401 28 15 0 8 0 0 0
1671008598 28 16 0 8 0 0 0
1671071436 28 17 0 8 0 0 0
1671071495 29 17 0 8 0 0 0
1671071720 30 17 0 8 0 0 0
1671071728 31 17 0 8 0 0 0
1671090254 31 18 0 8 0 0 0
1671445939 32 18 0 8 0 0 0
1671787985 32 19 0 8 0 0 0
1671788401 33 19 0 8 0 0 0
1672034170 33 20 0 8 0 0 0
1672034317 34 20 0 8 0 0 0
1672039554 34 21 0 8 0 0 0
1672039722 35 21 0 8 0 0 0
1672042539 36 21 0 8 0 0 0
1672042547 37 21 0 8 0 0 0
1672220127 37 22 0 8 0 0 0
1672220170 38 22 0 8 0 0 0
1672222453 38 23 0 8 0 0 0
1672222570 39 23 0 8 0 0 0
1672222657 40 23 0 8 0 0 0
1672293673 40 24 0 8 0 0 0
1672293736 41 24 0 8 0 0 0
1672293867 42 24 0 8 0 0 0
1672293875 43 24 0 8 0 0 0
1672712217 43 25 0 8 0 0 0
