1681452052 0 1 0
1681452239 0 2 0
1684320434 1 2 0
1684408586 2 2 0
1684492546 3 2 0
1684910739 4 2 0
1684910885 4 3 0
1684913166 4 4 0
1684924739 5 4 0
1684924798 5 5 0
1684925158 5 6 0
1685010984 6 6 0
1685011331 6 7 0
1685011358 6 8 0
1685097314 7 8 0
1685355558 8 8 0
1685355878 8 9 0
1685412771 9 9 0
1685413318 9 10 0
1685437005 9 11 0
1685518799 10 11 0
1685518948 10 12 0
1685607502 11 12 0
1685607536 12 12 0
1685607782 12 13 0
1685609326 12 14 0
1685616059 13 14 0
1685616116 13 15 0
1685617196 13 16 0
1686827633 14 16 0
1686827680 14 17 0
1686829184 15 17 0
1686829264 15 17 0
1686887457 15 18 0
1687253354 16 18 0
1687253686 16 19 0
1687312269 16 20 0
1687340103 17 20 0
1687340322 17 21 0
1687344696 18 21 0
1687346340 19 21 0
1687346446 19 21 0
1687684058 20 21 0
1687684146 20 22 0
1687826491 20 22 1
1687867102 21 22 1
1687884625 21 22 2
1687934689 22 22 2
1687951958 23 22 2
1687951976 24 22 2
1687952532 25 22 2
1687998933 25 22 3
1688018399 26 22 3
1688037541 27 22 3
1688125710 28 22 3
1688182610 28 22 4
1688199987 28 22 5
1688200118 28 22 5
1688380010 29 22 5
1688380131 29 22 5
1688434737 30 22 5
1688434943 30 23 5
1688467074 30 24 5
1688537467 31 24 5
1688537628 31 25 5
1688541351 31 26 5
1688543791 32 26 5
1688544486 32 26 5
1688544605 32 27 5
1688967996 33 27 5
1688968067 33 27 5
1688968809 33 28 5
1689073473 33 29 5
1689129015 34 29 5
1689129069 34 30 5
1689141667 35 30 5
1689141754 35 31 5
1689141952 35 32 5
1689141973 35 33 5
1689249801 36 33 5
1689590273 37 33 5
1689590403 37 33 5
1689669769 37 34 5
1689669803 37 35 5
1690196608 38 35 5
1690264517 39 35 5
1690264921 39 35 5
1690275144 40 35 5
1690275222 40 35 5
1690275807 41 35 5
1690276967 42 35 5
1690277115 42 35 5
1690280332 43 35 5
1690280441 43 35 5
1690281487 44 35 5
1690281570 44 35 5
1690283595 45 35 5
1690284198 46 35 5
1690284235 46 35 5
1690349869 47 35 5
1690362482 48 35 5
1690362609 48 35 5
1690370562 49 35 5
1690370625 49 35 5
1690442027 50 35 5
1690442693 50 36 5
1690510256 51 36 5
1690510588 51 37 5
1690515519 51 38 5
1690886728 51 39 5
1691061102 52 39 5
1691061237 52 40 5
1691392730 53 40 5
1691493830 54 40 5
1691574766 55 40 5
1691575463 55 41 5
1691660417 55 42 5
1691735998 56 42 5
1691736905 56 43 5
1691736912 56 44 5
1691752757 57 44 5
1692254948 57 45 5
1692255272 58 45 5
1692255329 58 46 5
1692256541 58 47 5
1692354543 59 47 5
1692355011 59 47 5
1692355517 60 47 5
1692355589 60 48 5
1692584166 60 49 5
1692613419 60 50 5
1692770898 61 50 5
1692771426 61 51 5
1692785011 62 51 5
1692785089 62 51 5
1692786980 62 52 5
1692869135 62 53 5
1693217658 63 53 5
1693217863 64 53 5
1693217908 64 53 5
1693279807 64 54 5
1693374222 65 54 5
1693374564 65 55 5
1693375922 66 55 5
1693376704 66 56 5
1693393136 67 56 5
1693393241 67 57 5
1693451234 67 58 5
1693479285 68 58 5
1693553540 69 58 5
1693819393 69 59 5
1694171544 70 59 5
1694499288 71 59 5
1694499346 72 59 5
1694499584 73 59 5
1694594503 74 59 5
1694594559 74 60 5
1694595759 74 61 5
1694656973 75 61 5
1694657144 75 62 5
1694657852 76 62 5
1694658201 76 63 5
1694658663 77 63 5
1694658736 77 64 5
1694671275 77 65 5
1694685907 78 65 5
1694685977 78 66 5
1694745523 79 66 5
1694745644 79 67 5
1694756338 80 67 5
1694756421 80 68 5
1694757794 81 68 5
1694757987 81 69 5
1694774200 82 69 5
1694774343 82 70 5
1695033600 83 70 5
1695033718 83 71 5
1695087457 84 71 5
1695107226 85 71 5
1695107308 85 72 5
1695114061 86 72 5
1695115043 86 73 5
1695119151 87 73 5
1695119251 87 73 5
1695192899 88 73 5
1695193004 88 73 5
1695193825 89 73 5
1695193957 89 73 5
1695204575 90 73 5
1695204646 90 73 5
1695261178 91 73 5
1695276900 91 74 5
1695281312 92 74 5
1695281394 92 75 5
1695350343 92 76 5
1695366137 93 76 5
1695366223 93 77 5
1695367784 93 78 5
1695369175 93 79 5
1695698042 94 79 5
1695726726 94 80 5
1695778865 95 80 5
1695778906 96 80 5
1695800477 97 80 5
1695800566 97 80 5
1695803615 98 80 5
1695803663 98 81 5
1695804195 98 82 5
1695810546 99 82 5
1695810636 99 82 5
1695810682 99 83 5
1695815935 99 84 5
1696902154 100 84 5
1696904915 101 84 5
1696905000 102 84 5
1696925634 103 84 5
1696925689 104 84 5
1697102597 105 84 5
1697103170 105 85 5
1697109266 106 85 5
1697176174 107 85 5
1697176305 107 86 5
1697176819 107 87 5
1697428591 108 87 5
1697429350 108 88 5
1697442916 108 89 5
1697446661 108 90 5
1697627016 109 90 5
1697706375 110 90 5
1697706567 111 90 5
1697706725 111 90 5
1697710882 112 90 5
1697711011 112 90 5
1697792115 112 91 5
1698027449 113 91 5
1698027612 114 91 5
1698027900 114 92 5
1698031821 114 93 5
1698032064 115 93 5
1698032118 115 94 5
1698045404 116 94 5
1698045457 116 95 5
1698136887 117 95 5
1698136939 118 95 5
1698137063 118 95 5
1698223857 118 96 5
